Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     196/196         float* std::__relocate_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&) [325]
[326]    0.0    0.00    0.00     196         std::enable_if<std::__is_bitwise_relocatable<float, void>::value, float*>::type std::__relocate_a_1<float, float>(float*, float*, float*, std::allocator<float>&) [326]
-----------------------------------------------
                0.00    0.00     126/126         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [358]
[327]    0.0    0.00    0.00     126         int* std::__niter_base<int*>(int*) [327]
-----------------------------------------------
                0.00    0.00      21/119         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [374]
                0.00    0.00      98/119         std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [339]
[328]    0.0    0.00    0.00     119         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [328]
-----------------------------------------------
                0.00    0.00     116/116         glm::vec<4, float, (glm::qualifier)0> glm::operator+<float, (glm::qualifier)0>(glm::vec<4, float, (glm::qualifier)0> const&, glm::vec<4, float, (glm::qualifier)0> const&) [331]
[329]    0.0    0.00    0.00     116         glm::vec<4, float, (glm::qualifier)0>& glm::vec<4, float, (glm::qualifier)0>::operator+=<float>(glm::vec<4, float, (glm::qualifier)0> const&) [329]
                0.00    0.00     116/116         glm::detail::compute_vec4_add<float, (glm::qualifier)0, false>::call(glm::vec<4, float, (glm::qualifier)0> const&, glm::vec<4, float, (glm::qualifier)0> const&) [330]
-----------------------------------------------
                0.00    0.00     116/116         glm::vec<4, float, (glm::qualifier)0>& glm::vec<4, float, (glm::qualifier)0>::operator+=<float>(glm::vec<4, float, (glm::qualifier)0> const&) [329]
[330]    0.0    0.00    0.00     116         glm::detail::compute_vec4_add<float, (glm::qualifier)0, false>::call(glm::vec<4, float, (glm::qualifier)0> const&, glm::vec<4, float, (glm::qualifier)0> const&) [330]
                0.00    0.00     116/407         glm::vec<4, float, (glm::qualifier)0>::vec(float, float, float, float) [301]
-----------------------------------------------
                0.00    0.00       8/116         glm::detail::compute_inverse<4, 4, float, (glm::qualifier)0, false>::call(glm::mat<4, 4, float, (glm::qualifier)0> const&) [412]
                0.00    0.00     108/116         glm::mat<4, 4, float, (glm::qualifier)0> glm::translate<float, (glm::qualifier)0>(glm::mat<4, 4, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&) [367]
[331]    0.0    0.00    0.00     116         glm::vec<4, float, (glm::qualifier)0> glm::operator+<float, (glm::qualifier)0>(glm::vec<4, float, (glm::qualifier)0> const&, glm::vec<4, float, (glm::qualifier)0> const&) [331]
                0.00    0.00     116/116         glm::vec<4, float, (glm::qualifier)0>& glm::vec<4, float, (glm::qualifier)0>::operator+=<float>(glm::vec<4, float, (glm::qualifier)0> const&) [329]
-----------------------------------------------
                0.00    0.00       5/103         std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [393]
                0.00    0.00      98/103         void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [343]
[332]    0.0    0.00    0.00     103         std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [332]
                0.00    0.00      98/98          std::allocator_traits<std::allocator<float> >::deallocate(std::allocator<float>&, float*, unsigned long) [341]
-----------------------------------------------
                0.00    0.00     102/102         bind_normals(Object*, unsigned int&) [16]
[333]    0.0    0.00    0.00     102         Object::get_num_of_normals() const [333]
                0.00    0.00     102/838         std::vector<float, std::allocator<float> >::size() const [292]
-----------------------------------------------
                0.00    0.00     101/101         bind_vertices(Object*, unsigned int&, int) [17]
[334]    0.0    0.00    0.00     101         Surface::get_num_of_vertices(int) const [334]
                0.00    0.00     101/838         std::vector<float, std::allocator<float> >::size() const [292]
-----------------------------------------------
                0.00    0.00     100/100         ripple_omp(Surface*, int&) [2]
[335]    0.0    0.00    0.00     100         Surface::get_surface_size() const [335]
-----------------------------------------------
                0.00    0.00      98/98          std::allocator_traits<std::allocator<float> >::deallocate(std::allocator<float>&, float*, unsigned long) [341]
[336]    0.0    0.00    0.00      98         __gnu_cxx::new_allocator<float>::deallocate(float*, unsigned long) [336]
-----------------------------------------------
                0.00    0.00      98/98          std::allocator_traits<std::allocator<float> >::allocate(std::allocator<float>&, unsigned long) [342]
[337]    0.0    0.00    0.00      98         __gnu_cxx::new_allocator<float>::allocate(unsigned long, void const*) [337]
                0.00    0.00      98/294         __gnu_cxx::new_allocator<float>::max_size() const [304]
-----------------------------------------------
                0.00    0.00      98/98          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [343]
[338]    0.0    0.00    0.00      98         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::difference_type __gnu_cxx::operator-<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&) [338]
                0.00    0.00     196/392         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const [302]
-----------------------------------------------
                0.00    0.00      98/98          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [343]
[339]    0.0    0.00    0.00      98         std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [339]
                0.00    0.00     392/838         std::vector<float, std::allocator<float> >::size() const [292]
                0.00    0.00     196/196         std::vector<float, std::allocator<float> >::max_size() const [320]
                0.00    0.00      98/119         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [328]
-----------------------------------------------
                0.00    0.00      98/98          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [343]
[340]    0.0    0.00    0.00      98         std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [340]
                0.00    0.00      98/98          std::allocator_traits<std::allocator<float> >::allocate(std::allocator<float>&, unsigned long) [342]
-----------------------------------------------
                0.00    0.00      98/98          std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [332]
[341]    0.0    0.00    0.00      98         std::allocator_traits<std::allocator<float> >::deallocate(std::allocator<float>&, float*, unsigned long) [341]
                0.00    0.00      98/98          __gnu_cxx::new_allocator<float>::deallocate(float*, unsigned long) [336]
-----------------------------------------------
                0.00    0.00      98/98          std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [340]
[342]    0.0    0.00    0.00      98         std::allocator_traits<std::allocator<float> >::allocate(std::allocator<float>&, unsigned long) [342]
                0.00    0.00      98/98          __gnu_cxx::new_allocator<float>::allocate(unsigned long, void const*) [337]
-----------------------------------------------
                0.00    0.00      98/98          std::vector<float, std::allocator<float> >::push_back(float const&) [282]
[343]    0.0    0.00    0.00      98         void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [343]
                0.00    0.00     196/201         std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [317]
                0.00    0.00     196/392         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const [302]
                0.00    0.00     196/196         std::vector<float, std::allocator<float> >::_S_relocate(float*, float*, float*, std::allocator<float>&) [323]
                0.00    0.00      98/98          std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [339]
                0.00    0.00      98/98          std::vector<float, std::allocator<float> >::begin() [345]
                0.00    0.00      98/98          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::difference_type __gnu_cxx::operator-<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&) [338]
                0.00    0.00      98/98          std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [340]
                0.00    0.00      98/3469922     float const& std::forward<float const&>(std::remove_reference<float const&>::type&) [277]
                0.00    0.00      98/1734912     void std::allocator_traits<std::allocator<float> >::construct<float, float const&>(std::allocator<float>&, float*, float const&) [281]
                0.00    0.00      98/103         std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [332]
-----------------------------------------------
                0.00    0.00      98/98          std::vector<float, std::allocator<float> >::push_back(float const&) [282]
[344]    0.0    0.00    0.00      98         std::vector<float, std::allocator<float> >::end() [344]
                0.00    0.00      98/196         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [318]
-----------------------------------------------
                0.00    0.00      98/98          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [343]
[345]    0.0    0.00    0.00      98         std::vector<float, std::allocator<float> >::begin() [345]
                0.00    0.00      98/196         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [318]
-----------------------------------------------
                0.00    0.00      42/84          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
                0.00    0.00      42/84          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [373]
[346]    0.0    0.00    0.00      84         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [346]
-----------------------------------------------
                0.00    0.00      70/70          main [1]
[347]    0.0    0.00    0.00      70         __gnu_cxx::__promote_2<float, int, __gnu_cxx::__promote<float, std::__is_integer<float>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<float, int>(float, int) [347]
-----------------------------------------------
                0.00    0.00      21/63          __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [372]
                0.00    0.00      42/63          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [354]
[348]    0.0    0.00    0.00      63         __gnu_cxx::new_allocator<int>::max_size() const [348]
-----------------------------------------------
                0.00    0.00       5/57          glm::mat<4, 4, float, (glm::qualifier)0> glm::perspectiveRH_NO<float>(float, float, float, float) [459]
                0.00    0.00       8/57          glm::detail::compute_inverse<4, 4, float, (glm::qualifier)0, false>::call(glm::mat<4, 4, float, (glm::qualifier)0> const&) [412]
                0.00    0.00      12/57          glm::mat<4, 4, float, (glm::qualifier)0> glm::lookAtRH<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&) [40]
                0.00    0.00      32/57          glm::detail::compute_transpose<4, 4, float, (glm::qualifier)0, false>::call(glm::mat<4, 4, float, (glm::qualifier)0> const&) [413]
[349]    0.0    0.00    0.00      57         glm::vec<4, float, (glm::qualifier)0>::operator[](int) [349]
                0.00    0.00      57/265         glm::vec<4, float, (glm::qualifier)0>::length() [305]
-----------------------------------------------
                0.00    0.00       2/44          std::vector<int, std::allocator<int> >::~vector() [430]
                0.00    0.00      42/44          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
[350]    0.0    0.00    0.00      44         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [350]
-----------------------------------------------
                0.00    0.00      21/42          std::vector<int, std::allocator<int> >::end() [378]
                0.00    0.00      21/42          std::vector<int, std::allocator<int> >::begin() [379]
[351]    0.0    0.00    0.00      42         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [351]
-----------------------------------------------
                0.00    0.00      42/42          std::vector<int, std::allocator<int> >::max_size() const [353]
[352]    0.0    0.00    0.00      42         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [352]
-----------------------------------------------
                0.00    0.00      42/42          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [374]
[353]    0.0    0.00    0.00      42         std::vector<int, std::allocator<int> >::max_size() const [353]
                0.00    0.00      42/42          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [352]
                0.00    0.00      42/42          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [355]
-----------------------------------------------
                0.00    0.00      42/42          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [355]
[354]    0.0    0.00    0.00      42         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [354]
                0.00    0.00      42/63          __gnu_cxx::new_allocator<int>::max_size() const [348]
-----------------------------------------------
                0.00    0.00      42/42          std::vector<int, std::allocator<int> >::max_size() const [353]
[355]    0.0    0.00    0.00      42         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [355]
                0.00    0.00      42/42          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [354]
                0.00    0.00      42/238         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [309]
-----------------------------------------------
                0.00    0.00      42/42          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
[356]    0.0    0.00    0.00      42         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [356]
                0.00    0.00      42/42          std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [357]
-----------------------------------------------
                0.00    0.00      42/42          std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [356]
[357]    0.0    0.00    0.00      42         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [357]
                0.00    0.00      42/42          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [358]
-----------------------------------------------
                0.00    0.00      42/42          std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [357]
[358]    0.0    0.00    0.00      42         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [358]
                0.00    0.00     126/126         int* std::__niter_base<int*>(int*) [327]
                0.00    0.00      42/42          std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [359]
-----------------------------------------------
                0.00    0.00      42/42          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [358]
[359]    0.0    0.00    0.00      42         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [359]
-----------------------------------------------
                0.00    0.00      37/37          main [1]
[360]    0.0    0.00    0.00      37         glm::mat<4, 4, float, (glm::qualifier)0>::mat(float const&) [360]
                0.00    0.00      37/37          glm::vec<4, float, (glm::qualifier)0>::vec<float, int, int, int>(float, int, int, int) [363]
                0.00    0.00      37/37          glm::vec<4, float, (glm::qualifier)0>::vec<int, float, int, int>(int, float, int, int) [361]
                0.00    0.00      37/37          glm::vec<4, float, (glm::qualifier)0>::vec<int, int, float, int>(int, int, float, int) [364]
                0.00    0.00      37/37          glm::vec<4, float, (glm::qualifier)0>::vec<int, int, int, float>(int, int, int, float) [362]
-----------------------------------------------
                0.00    0.00      37/37          glm::mat<4, 4, float, (glm::qualifier)0>::mat(float const&) [360]
[361]    0.0    0.00    0.00      37         glm::vec<4, float, (glm::qualifier)0>::vec<int, float, int, int>(int, float, int, int) [361]
-----------------------------------------------
                0.00    0.00      37/37          glm::mat<4, 4, float, (glm::qualifier)0>::mat(float const&) [360]
[362]    0.0    0.00    0.00      37         glm::vec<4, float, (glm::qualifier)0>::vec<int, int, int, float>(int, int, int, float) [362]
-----------------------------------------------
                0.00    0.00      37/37          glm::mat<4, 4, float, (glm::qualifier)0>::mat(float const&) [360]
[363]    0.0    0.00    0.00      37         glm::vec<4, float, (glm::qualifier)0>::vec<float, int, int, int>(float, int, int, int) [363]
-----------------------------------------------
                0.00    0.00      37/37          glm::mat<4, 4, float, (glm::qualifier)0>::mat(float const&) [360]
[364]    0.0    0.00    0.00      37         glm::vec<4, float, (glm::qualifier)0>::vec<int, int, float, int>(int, int, float, int) [364]
-----------------------------------------------
                0.00    0.00      37/37          main [1]
[365]    0.0    0.00    0.00      37         glm::mat<4, 4, float, (glm::qualifier)0> glm::scale<float, (glm::qualifier)0>(glm::mat<4, 4, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&) [365]
                0.00    0.00     148/516         glm::mat<4, 4, float, (glm::qualifier)0>::operator[](int) const [294]
                0.00    0.00     148/1693        glm::mat<4, 4, float, (glm::qualifier)0>::operator[](int) [290]
                0.00    0.00     111/219         glm::vec<3, float, (glm::qualifier)0>::operator[](int) const [314]
                0.00    0.00     111/227         glm::vec<4, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(glm::vec<4, float, (glm::qualifier)0> const&, float const&) [312]
-----------------------------------------------
                0.00    0.00      36/36          main [1]
[366]    0.0    0.00    0.00      36         glm::vec<3, float, (glm::qualifier)0>::vec(float) [366]
-----------------------------------------------
                0.00    0.00      36/36          main [1]
[367]    0.0    0.00    0.00      36         glm::mat<4, 4, float, (glm::qualifier)0> glm::translate<float, (glm::qualifier)0>(glm::mat<4, 4, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&) [367]
                0.00    0.00     144/516         glm::mat<4, 4, float, (glm::qualifier)0>::operator[](int) const [294]
                0.00    0.00     108/219         glm::vec<3, float, (glm::qualifier)0>::operator[](int) const [314]
                0.00    0.00     108/227         glm::vec<4, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(glm::vec<4, float, (glm::qualifier)0> const&, float const&) [312]
                0.00    0.00     108/116         glm::vec<4, float, (glm::qualifier)0> glm::operator+<float, (glm::qualifier)0>(glm::vec<4, float, (glm::qualifier)0> const&, glm::vec<4, float, (glm::qualifier)0> const&) [331]
                0.00    0.00      36/1693        glm::mat<4, 4, float, (glm::qualifier)0>::operator[](int) [290]
-----------------------------------------------
                0.00    0.00      34/34          glm::vec<4, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(glm::vec<4, float, (glm::qualifier)0> const&, glm::vec<4, float, (glm::qualifier)0> const&) [369]
[368]    0.0    0.00    0.00      34         glm::vec<4, float, (glm::qualifier)0>& glm::vec<4, float, (glm::qualifier)0>::operator*=<float>(glm::vec<4, float, (glm::qualifier)0> const&) [368]
                0.00    0.00      34/261         glm::detail::compute_vec4_mul<float, (glm::qualifier)0, false>::call(glm::vec<4, float, (glm::qualifier)0> const&, glm::vec<4, float, (glm::qualifier)0> const&) [306]
-----------------------------------------------
                0.00    0.00      34/34          glm::detail::compute_inverse<4, 4, float, (glm::qualifier)0, false>::call(glm::mat<4, 4, float, (glm::qualifier)0> const&) [412]
[369]    0.0    0.00    0.00      34         glm::vec<4, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(glm::vec<4, float, (glm::qualifier)0> const&, glm::vec<4, float, (glm::qualifier)0> const&) [369]
                0.00    0.00      34/34          glm::vec<4, float, (glm::qualifier)0>& glm::vec<4, float, (glm::qualifier)0>::operator*=<float>(glm::vec<4, float, (glm::qualifier)0> const&) [368]
-----------------------------------------------
                0.00    0.00       2/23          std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [428]
                0.00    0.00      21/23          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
[370]    0.0    0.00    0.00      23         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [370]
                0.00    0.00      21/21          std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [376]
-----------------------------------------------
                0.00    0.00      21/21          std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [376]
[371]    0.0    0.00    0.00      21         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [371]
-----------------------------------------------
                0.00    0.00      21/21          std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [377]
[372]    0.0    0.00    0.00      21         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [372]
                0.00    0.00      21/63          __gnu_cxx::new_allocator<int>::max_size() const [348]
-----------------------------------------------
                0.00    0.00      21/21          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
[373]    0.0    0.00    0.00      21         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [373]
                0.00    0.00      42/84          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [346]
-----------------------------------------------
                0.00    0.00      21/21          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
[374]    0.0    0.00    0.00      21         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [374]
                0.00    0.00      84/327         std::vector<int, std::allocator<int> >::size() const [303]
                0.00    0.00      42/42          std::vector<int, std::allocator<int> >::max_size() const [353]
                0.00    0.00      21/119         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [328]
-----------------------------------------------
                0.00    0.00      21/21          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
[375]    0.0    0.00    0.00      21         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [375]
                0.00    0.00      21/21          std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [377]
-----------------------------------------------
                0.00    0.00      21/21          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [370]
[376]    0.0    0.00    0.00      21         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [376]
                0.00    0.00      21/21          __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [371]
-----------------------------------------------
                0.00    0.00      21/21          std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [375]
[377]    0.0    0.00    0.00      21         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [377]
                0.00    0.00      21/21          __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [372]
-----------------------------------------------
                0.00    0.00      21/21          std::vector<int, std::allocator<int> >::push_back(int const&) [23]
[378]    0.0    0.00    0.00      21         std::vector<int, std::allocator<int> >::end() [378]
                0.00    0.00      21/42          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [351]
-----------------------------------------------
                0.00    0.00      21/21          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
[379]    0.0    0.00    0.00      21         std::vector<int, std::allocator<int> >::begin() [379]
                0.00    0.00      21/42          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [351]
-----------------------------------------------
                0.00    0.00       8/8           glm::vec<4, float, (glm::qualifier)0> glm::operator-<float, (glm::qualifier)0>(glm::vec<4, float, (glm::qualifier)0> const&, glm::vec<4, float, (glm::qualifier)0> const&) [382]
[380]    0.0    0.00    0.00       8         glm::vec<4, float, (glm::qualifier)0>& glm::vec<4, float, (glm::qualifier)0>::operator-=<float>(glm::vec<4, float, (glm::qualifier)0> const&) [380]
                0.00    0.00       8/8           glm::detail::compute_vec4_sub<float, (glm::qualifier)0, false>::call(glm::vec<4, float, (glm::qualifier)0> const&, glm::vec<4, float, (glm::qualifier)0> const&) [381]
-----------------------------------------------
                0.00    0.00       8/8           glm::vec<4, float, (glm::qualifier)0>& glm::vec<4, float, (glm::qualifier)0>::operator-=<float>(glm::vec<4, float, (glm::qualifier)0> const&) [380]
[381]    0.0    0.00    0.00       8         glm::detail::compute_vec4_sub<float, (glm::qualifier)0, false>::call(glm::vec<4, float, (glm::qualifier)0> const&, glm::vec<4, float, (glm::qualifier)0> const&) [381]
                0.00    0.00       8/407         glm::vec<4, float, (glm::qualifier)0>::vec(float, float, float, float) [301]
-----------------------------------------------
                0.00    0.00       8/8           glm::detail::compute_inverse<4, 4, float, (glm::qualifier)0, false>::call(glm::mat<4, 4, float, (glm::qualifier)0> const&) [412]
[382]    0.0    0.00    0.00       8         glm::vec<4, float, (glm::qualifier)0> glm::operator-<float, (glm::qualifier)0>(glm::vec<4, float, (glm::qualifier)0> const&, glm::vec<4, float, (glm::qualifier)0> const&) [382]
                0.00    0.00       8/8           glm::vec<4, float, (glm::qualifier)0>& glm::vec<4, float, (glm::qualifier)0>::operator-=<float>(glm::vec<4, float, (glm::qualifier)0> const&) [380]
-----------------------------------------------
                0.00    0.00       6/6           glm::mat<3, 3, float, (glm::qualifier)0>::mat(glm::mat<4, 4, float, (glm::qualifier)0> const&) [411]
[383]    0.0    0.00    0.00       6         glm::vec<3, float, (glm::qualifier)0>::vec<float, (glm::qualifier)0>(glm::vec<4, float, (glm::qualifier)0> const&) [383]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator<float>::allocator() [386]
[384]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<float>::new_allocator() [384]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator<float>::~allocator() [387]
[385]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<float>::~new_allocator() [385]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl() [389]
[386]    0.0    0.00    0.00       5         std::allocator<float>::allocator() [386]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<float>::new_allocator() [384]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl() [390]
[387]    0.0    0.00    0.00       5         std::allocator<float>::~allocator() [387]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<float>::~new_allocator() [385]
-----------------------------------------------
                0.00    0.00       5/5           void std::_Destroy<float*>(float*, float*) [396]
[388]    0.0    0.00    0.00       5         void std::_Destroy_aux<true>::__destroy<float*>(float*, float*) [388]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<float, std::allocator<float> >::_Vector_base() [392]
[389]    0.0    0.00    0.00       5         std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl() [389]
                0.00    0.00       5/5           std::allocator<float>::allocator() [386]
